Date,Open,High,Low,Close,Adj Close,Volume
2018-02-01,352.950012,361.450012,352.040009,356.940002,350.069336,6067600
2018-02-02,354.000000,355.200012,348.700012,348.910004,342.193909,5486100
2018-02-05,342.670013,350.000000,317.390015,328.880005,322.549469,10511300
2018-02-06,320.000000,341.670013,317.649994,340.910004,334.347931,11935100
2018-02-07,340.519989,353.589996,339.869995,348.119995,341.419128,7946700
2018-02-08,348.000000,349.000000,329.399994,329.660004,324.910461,8295900
2018-02-09,333.549988,337.809998,319.250000,332.829987,328.034760,8833000
2018-02-12,336.570007,347.750000,335.130005,343.799988,338.846710,6885000
2018-02-13,340.450012,347.880005,340.290009,343.160004,338.215942,4030200
2018-02-14,341.339996,347.429993,341.170013,344.850006,339.881622,4340200
2018-02-15,348.470001,356.549988,348.049988,356.459991,351.324310,5827500
2018-02-16,356.589996,359.500000,353.510010,355.040009,349.924805,5211600
2018-02-20,352.000000,357.790009,351.399994,353.350006,348.259155,4303400
2018-02-21,352.559998,360.809998,351.750000,352.369995,347.293243,5258600
2018-02-22,354.649994,358.070007,352.640015,355.920013,350.792145,3414300
2018-02-23,358.179993,358.769989,353.070007,356.660004,351.521454,3355400
2018-02-26,359.500000,364.049988,358.209991,363.480011,358.243225,4148100
2018-02-27,364.600006,369.890015,363.299988,364.640015,359.386505,4774100
2018-02-28,366.799988,371.600006,362.209991,362.209991,356.991455,5472900
2018-03-01,362.329987,362.739990,346.399994,349.690002,344.651855,8978000
2018-03-02,341.820007,346.089996,335.299988,344.670013,339.704193,10021300
2018-03-05,338.000000,354.769989,336.609985,352.750000,347.667786,8140200
2018-03-06,354.239990,355.209991,346.019989,348.920013,343.892975,4888300
2018-03-07,341.519989,348.410004,339.500000,347.040009,342.040039,4575700
2018-03-08,349.510010,352.500000,343.950012,348.730011,343.705719,4319900
2018-03-09,352.649994,354.890015,350.230011,354.519989,349.412292,3538300
2018-03-12,355.200012,355.230011,343.260010,344.190002,339.231110,6088800
2018-03-13,345.320007,347.880005,337.609985,338.670013,333.790649,5443800
2018-03-14,339.790009,340.519989,322.299988,330.260010,325.501831,13057900
2018-03-15,332.299988,332.920013,322.910004,329.980011,325.225861,8766000
2018-03-16,329.820007,330.829987,325.630005,330.470001,325.708771,9329000
2018-03-19,327.450012,333.329987,326.779999,331.760010,326.980225,6328900
2018-03-20,331.839996,339.700012,331.000000,337.630005,332.765625,6500500
2018-03-21,337.070007,341.910004,335.170013,337.100006,332.243256,4056300
2018-03-22,330.109985,332.679993,319.010010,319.609985,315.005219,7282200
2018-03-23,320.149994,331.140015,318.320007,321.000000,316.375214,7237500
2018-03-26,330.480011,331.940002,323.589996,328.970001,324.230408,5392900
2018-03-27,331.510010,334.880005,319.000000,321.119995,316.493469,5355500
2018-03-28,321.850006,323.239990,311.170013,320.019989,315.409332,5634700
2018-03-29,323.380005,330.480011,322.000000,327.880005,323.156097,3652100
2018-04-02,325.200012,329.940002,317.170013,322.440002,317.794464,5024900
2018-04-03,324.760010,331.100006,323.089996,330.820007,326.053741,4783100
2018-04-04,312.299988,327.809998,311.880005,327.440002,322.722443,8235700
2018-04-05,330.589996,338.959991,330.260010,336.399994,331.553345,6220000
2018-04-06,330.609985,334.589996,322.209991,326.119995,321.421448,5713600
2018-04-09,332.250000,334.880005,322.049988,322.480011,317.833893,4931700
2018-04-10,331.350006,336.690002,329.549988,334.829987,330.005951,5552000
2018-04-11,331.600006,337.570007,326.309998,327.359985,322.643585,4573500
2018-04-12,331.980011,338.350006,330.459991,337.480011,332.617798,4325000
2018-04-13,338.989990,339.670013,326.600006,329.279999,324.535919,4733500
2018-04-16,332.339996,333.220001,327.630005,331.769989,326.990051,3901400
2018-04-17,334.730011,339.739990,333.649994,336.720001,331.868744,3381800
2018-04-18,338.329987,342.399994,337.179993,341.000000,336.087067,3117500
2018-04-19,340.190002,342.410004,337.500000,340.640015,335.732239,3006800
2018-04-20,340.730011,341.399994,335.049988,338.670013,333.790649,3038000
2018-04-23,339.549988,341.260010,336.000000,338.839996,333.958191,2765600
2018-04-24,343.170013,347.670013,323.279999,329.059998,324.319061,7051800
2018-04-25,338.119995,344.910004,330.519989,342.859985,337.920258,11023600
2018-04-26,344.010010,345.649994,338.329987,342.790009,337.851257,5273600
2018-04-27,341.250000,342.920013,337.769989,340.880005,335.968811,3390400
2018-04-30,341.170013,342.579987,333.399994,333.559998,328.754242,3721600
2018-05-01,332.500000,333.910004,324.179993,329.540009,324.792206,4313100
2018-05-02,329.500000,330.709991,323.980011,324.190002,319.519287,3436100
2018-05-03,322.970001,332.630005,319.130005,330.690002,325.925598,6383200
2018-05-04,328.040009,335.890015,328.040009,334.429993,329.611694,3655100
2018-05-07,335.230011,342.980011,335.209991,340.429993,335.525269,4192200
2018-05-08,339.769989,341.940002,336.609985,338.369995,333.494965,4014100
2018-05-09,339.489990,346.929993,338.579987,344.500000,339.536652,4347000
2018-05-10,343.989990,348.570007,342.410004,344.070007,340.804474,3920400
2018-05-11,343.769989,345.420013,341.049988,342.459991,339.209747,2332200
2018-05-14,344.000000,347.739990,343.890015,344.589996,341.319550,2520300
2018-05-15,343.000000,343.850006,340.260010,342.119995,338.872986,3009100
2018-05-16,342.000000,343.559998,340.299988,340.970001,337.733887,2230100
2018-05-17,340.470001,344.769989,340.250000,344.140015,340.873840,2483300
2018-05-18,345.600006,352.049988,345.190002,351.230011,347.896545,4327700
2018-05-21,358.459991,365.000000,358.450012,363.920013,360.466125,6785400
2018-05-22,364.000000,364.850006,354.519989,355.019989,351.650543,5389400
2018-05-23,352.279999,359.600006,351.619995,359.209991,355.800781,4457800
2018-05-24,358.450012,360.660004,354.369995,359.000000,355.592804,3835400
2018-05-25,358.119995,360.600006,357.049988,360.089996,356.672455,2463700
2018-05-29,357.709991,360.970001,350.660004,352.480011,349.134674,4192500
2018-05-30,355.649994,358.920013,354.100006,358.190002,354.790497,2825200
2018-05-31,356.829987,356.829987,351.619995,352.160004,348.817719,4406300
2018-06-01,355.790009,358.149994,354.459991,356.720001,353.334412,2609800
2018-06-04,358.970001,363.390015,358.850006,360.730011,357.306366,2853400
2018-06-05,360.500000,363.369995,358.850006,360.100006,356.682343,2567800
2018-06-06,362.459991,371.600006,360.989990,371.559998,368.033569,4488400
2018-06-07,372.000000,374.480011,366.049988,368.529999,365.032318,4517800
2018-06-08,368.140015,371.420013,365.459991,369.500000,365.993134,3292900
2018-06-11,371.000000,373.329987,368.799988,370.940002,367.419464,2468500
2018-06-12,371.239990,372.730011,367.989990,370.619995,367.102509,2440400
2018-06-13,370.670013,371.000000,363.290009,363.850006,360.396759,3867600
2018-06-14,366.149994,367.640015,358.829987,362.420013,358.980347,4039500
2018-06-15,358.149994,361.660004,353.470001,357.880005,354.483398,9946000
2018-06-18,353.190002,357.649994,352.369995,354.739990,351.373199,3363200
2018-06-19,347.170013,347.170013,338.570007,341.119995,337.882477,6857300
2018-06-20,346.000000,346.980011,340.459991,342.690002,339.437592,4540000
2018-06-21,341.149994,341.149994,336.200012,337.660004,334.455322,4048300
2018-06-22,340.429993,340.940002,336.600006,338.910004,335.693481,3192000
2018-06-25,332.519989,333.850006,327.600006,331.200012,328.056641,5006200
2018-06-26,332.390015,334.399994,330.480011,331.299988,328.155670,3112400
2018-06-27,334.850006,341.420013,329.760010,329.820007,326.689758,4578900
2018-06-28,330.000000,337.540009,327.290009,334.649994,331.473877,3348000
2018-06-29,337.190002,340.000000,335.359985,335.510010,332.325745,3108500
2018-07-02,330.690002,336.329987,329.320007,336.079987,332.890320,2820700
2018-07-03,338.179993,339.690002,332.000000,332.929993,329.770203,1464400
2018-07-05,336.149994,337.279999,329.100006,333.179993,330.017853,2427900
2018-07-06,332.839996,336.100006,330.450012,334.640015,331.464020,2105100
2018-07-09,337.500000,343.040009,336.510010,341.920013,338.674896,3128700
2018-07-10,342.779999,348.000000,342.779999,347.160004,343.865173,3278300
2018-07-11,341.730011,344.390015,339.190002,340.600006,337.367432,3056900
2018-07-12,345.279999,346.600006,342.739990,346.029999,342.745880,2030700
2018-07-13,347.000000,351.239990,346.200012,350.790009,347.460693,2272300
2018-07-16,353.970001,356.339996,352.350006,356.100006,352.720337,2889000
2018-07-17,357.609985,359.000000,355.040009,356.880005,353.492920,2730500
2018-07-18,359.000000,361.859985,354.260010,360.230011,356.811127,3090100
2018-07-19,357.690002,359.390015,355.260010,355.329987,351.957611,2711700
2018-07-20,353.040009,356.989990,353.000000,354.899994,351.531677,1816700
2018-07-23,355.000000,355.000000,352.390015,353.269989,349.917175,1943700
2018-07-24,356.750000,359.470001,354.640015,358.269989,354.869720,3182000
2018-07-25,351.519989,356.299988,345.500000,355.920013,352.542053,7378100
2018-07-26,355.380005,360.200012,355.269989,359.320007,355.909760,3191200
2018-07-27,361.059998,364.540009,359.470001,360.649994,357.227112,2914700
2018-07-30,361.989990,362.450012,350.470001,351.059998,347.728149,3080400
2018-07-31,354.380005,359.019989,354.059998,356.299988,352.918396,2728400
2018-08-01,354.089996,357.910004,350.500000,352.760010,349.412048,2717800
2018-08-02,348.619995,350.730011,346.029999,349.730011,346.410767,2655900
2018-08-03,349.500000,350.989990,345.670013,348.440002,345.132996,2285200
2018-08-06,347.369995,347.369995,343.119995,346.570007,343.280762,3251100
2018-08-07,348.049988,352.119995,345.500000,350.760010,347.431000,2267400
2018-08-08,350.500000,351.619995,346.250000,347.779999,344.479279,2333600
2018-08-09,346.070007,346.839996,343.119995,343.720001,342.140076,2301800
2018-08-10,341.000000,341.000000,336.450012,339.410004,337.849884,2745700
2018-08-13,339.600006,342.149994,337.339996,338.359985,336.804718,1877200
2018-08-14,339.119995,340.149994,337.619995,339.140015,337.581146,2017300
2018-08-15,336.570007,337.140015,328.029999,331.760010,330.235077,3798600
2018-08-16,339.059998,347.720001,338.299988,345.980011,344.389709,5867900
2018-08-17,346.000000,348.500000,341.670013,346.399994,344.807770,3069200
2018-08-20,348.600006,352.609985,347.100006,350.739990,349.127808,3018200
2018-08-21,351.000000,354.450012,349.630005,353.769989,352.143860,2967200
2018-08-22,354.320007,355.869995,349.839996,350.029999,348.421082,2682900
2018-08-23,349.149994,350.279999,345.459991,347.480011,345.882813,1833400
2018-08-24,348.769989,350.630005,348.100006,349.380005,347.774078,1954100
2018-08-27,352.109985,355.000000,351.010010,353.739990,352.114014,2279500
2018-08-28,355.000000,355.679993,350.609985,351.209991,349.595642,2475100
2018-08-29,352.260010,352.350006,349.209991,350.190002,348.580353,1850100
2018-08-30,350.350006,350.950012,345.750000,346.899994,345.305450,3257700
2018-08-31,345.049988,345.850006,341.579987,342.790009,341.214355,3462700
2018-09-04,341.600006,346.320007,339.279999,346.250000,344.658447,2699400
2018-09-05,345.769989,347.250000,343.160004,346.679993,345.086456,2959000
2018-09-06,347.549988,353.350006,346.579987,351.269989,349.655365,3585900
2018-09-07,348.820007,350.010010,344.459991,349.279999,347.674530,3921900
2018-09-10,349.489990,350.750000,341.679993,341.859985,340.288605,3065500
2018-09-11,339.010010,346.619995,337.309998,345.250000,343.663055,2731800
2018-09-12,345.000000,355.040009,344.609985,353.410004,351.785553,4003800
2018-09-13,356.359985,360.420013,354.299988,355.459991,353.826111,3166500
2018-09-14,356.440002,362.260010,356.100006,359.799988,358.146149,2835800
2018-09-17,359.279999,361.299988,354.540009,355.959991,354.323822,2554500
2018-09-18,357.299988,365.809998,356.100006,363.579987,361.908783,3003500
2018-09-19,363.579987,371.230011,363.190002,365.220001,363.541260,4753400
2018-09-20,368.739990,371.730011,365.670013,367.459991,365.770935,4011100
2018-09-21,369.399994,372.570007,366.049988,372.230011,370.519043,7144000
2018-09-24,371.000000,371.890015,367.329987,367.989990,366.298523,2800200
2018-09-25,369.079987,370.459991,366.880005,367.230011,365.542023,2969200
2018-09-26,367.500000,368.559998,364.320007,365.029999,363.352112,2368600
2018-09-27,368.399994,368.970001,364.399994,367.390015,365.701294,2355900
2018-09-28,368.630005,374.220001,366.220001,371.899994,370.190552,3600500
2018-10-01,375.160004,383.209991,375.000000,382.290009,380.532806,4755700
2018-10-02,380.850006,388.619995,379.769989,386.369995,384.594025,4622600
2018-10-03,388.899994,394.279999,386.690002,392.299988,390.496765,4794300
2018-10-04,390.739990,391.089996,385.290009,389.989990,388.197388,3822300
2018-10-05,389.000000,392.390015,383.029999,386.470001,384.693573,2899700
2018-10-08,383.839996,386.730011,377.350006,385.769989,383.996796,3324000
2018-10-09,384.369995,386.820007,381.140015,385.440002,383.668304,2862700
2018-10-10,382.959991,383.799988,367.089996,367.470001,365.780914,6033100
2018-10-11,363.440002,369.850006,355.100006,358.109985,356.463928,6266800
2018-10-12,366.010010,367.119995,352.260010,360.109985,358.454742,5509700
2018-10-15,359.459991,362.549988,355.500000,358.880005,357.230408,2979800
2018-10-16,360.450012,368.570007,358.549988,368.250000,366.557343,2822500
2018-10-17,368.000000,368.500000,362.700012,365.500000,363.819977,2238200
2018-10-18,364.820007,367.760010,356.760010,359.350006,357.698242,3254900
2018-10-19,359.799988,359.869995,354.209991,356.260010,354.622437,3491600
2018-10-22,357.850006,358.760010,352.459991,355.980011,354.343750,2263500
2018-10-23,349.500000,353.559998,342.829987,350.049988,348.440979,4389600
2018-10-24,361.589996,364.600006,351.690002,354.649994,353.019836,8442600
2018-10-25,357.299988,364.390015,354.970001,363.769989,362.097900,4003500
2018-10-26,360.700012,363.299988,354.119995,359.269989,357.618591,4073000
2018-10-29,360.549988,361.709991,328.630005,335.589996,334.047455,7462000
2018-10-30,330.350006,351.049988,329.769989,349.910004,348.301636,5774000
2018-10-31,352.510010,363.410004,352.510010,354.859985,353.228851,4175600
2018-11-01,357.470001,364.570007,353.200012,363.070007,361.401154,3760700
2018-11-02,366.970001,371.540009,356.760010,357.750000,356.105591,4029800
2018-11-05,359.760010,363.290009,356.480011,361.980011,360.316162,2253900
2018-11-06,362.410004,368.440002,362.109985,366.470001,364.785522,2471900
2018-11-07,367.640015,372.850006,359.500000,372.019989,370.309998,4015300
2018-11-08,369.329987,373.700012,365.549988,370.769989,370.769989,2751800
2018-11-09,367.829987,371.000000,366.119995,369.339996,369.339996,2590300
2018-11-12,370.209991,370.480011,355.989990,357.029999,357.029999,3088700
2018-11-13,349.549988,355.380005,342.040009,349.510010,349.510010,4960000
2018-11-14,352.089996,355.850006,343.890015,344.720001,344.720001,3445800
2018-11-15,341.119995,347.980011,336.510010,341.570007,341.570007,4863000
2018-11-16,339.000000,340.190002,331.160004,335.950012,335.950012,4425200
2018-11-19,335.549988,336.040009,317.200012,320.940002,320.940002,6782800
2018-11-20,302.100006,322.179993,296.609985,317.700012,317.700012,6875900
2018-11-21,325.070007,326.890015,315.570007,317.320007,317.320007,4401000
2018-11-23,315.000000,317.000000,311.869995,312.320007,312.320007,1599400
2018-11-26,315.559998,318.589996,310.660004,316.359985,316.359985,3362300
2018-11-27,315.279999,318.559998,310.959991,318.029999,318.029999,2946400
2018-11-28,325.720001,334.010010,321.730011,333.500000,333.500000,6117600
2018-11-29,335.970001,343.230011,334.059998,342.559998,342.559998,5331900
2018-11-30,341.940002,347.579987,337.500000,346.760010,346.760010,5370400
